"RSV_ID","SKU_ID","DC_ID","GID_MKT_CD","RSV_QTY","LST_UPDT_DTTM","LST_UPDT_USER_ID","ORDER_NO","XPCT_SHP_DT"
"201808241359392767580","2842680020003","3422",US,1,2018-08-24 13:59:39,ECOM,,
"201808241440366114610","2911900123000","6425",US,1,2018-08-24 14:40:36,ECOM,,
"201808221708000101940","2922510220007","5411",US,1,2018-08-22 17:12:34,ordervalidate,TK76WPD,
"201808221708003118330","2855811620002","5411",US,1,2018-08-22 17:12:34,ordervalidate,TK76WPD,
"201808221708003317210","2855812220001","5411",US,2,2018-08-22 17:12:34,ordervalidate,TK76WPD,
"201808221708004276210","2189250020000","5411",US,1,2018-08-22 17:12:34,ordervalidate,TK76WPD,
"201808241321588552620","2953541420004","3055",US,1,2018-08-24 13:21:58,ECOM,,
"201808241404182909070","5077640520001","6180",US,1,2018-08-24 14:04:18,ECOM,,
"201808241329493588660","7141090020002","6000",US,1,2018-08-24 13:29:49,ECOM,,
"201808241329493984830","2230131020001","6000",US,1,2018-08-24 13:29:49,ECOM,,
"201808241327510600690","8545750020002","3993",US,1,2018-08-24 13:27:51,ECOM,,
"201808241329267551530","2178730020003","5833",US,1,2018-08-24 13:29:26,ECOM,,
"201808241421509746210","2196100220002","5599",US,1,2018-08-24 14:21:50,ECOM,,
"201808241422058604790","2074190520003","5124",US,1,2018-08-24 14:22:05,ECOM,,
"201808191256255709290","8221790020006","3417",US,1,2018-08-19 13:06:33,ordervalidate,TK88CYN,
"201808241450244420400","2071280120003","5571",US,1,2018-08-24 14:50:24,ECOM,,
"201808241142473300060","2862670123000","3071",US,1,2018-08-24 11:48:26,ordervalidate,TK6RN56,
"201808170714339503630","6099720020002","5934",US,2,2018-08-17 07:26:43,ordervalidate,TK8NQGC,
"201808241320108165890","3394670120002","5033",US,1,2018-08-24 13:20:10,ECOM,,
"201808241321044286030","6025130420602","5851",US,1,2018-08-24 13:21:04,ECOM,,
"201808241322127209210","2905150320002","5033",US,2,2018-08-24 13:22:12,ECOM,,
"201808241323075164900","2899730420001","5834",US,1,2018-08-24 13:23:07,ECOM,,
"201808241325427533170","6563000021401","5739",US,1,2018-08-24 13:25:42,ECOM,,
"201808241501016693110","2842680120003","3453",US,1,2018-08-24 15:01:01,ECOM,,
"201808241315306859840","5077441220001","5167",US,1,2018-08-24 13:15:30,ECOM,,
"201808241445192481980","1522160520001","5389",US,1,2018-08-24 14:45:19,ECOM,,
"201808241514475707890","3390390220004","5167",US,1,2018-08-24 15:14:47,ECOM,,
"201808241514236751360","2226040320001","5588",US,1,2018-08-24 15:14:23,ECOM,,
"201808241321552144910","2852190120003","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808212137522175940","2175960520004","5137",US,1,2018-08-21 21:40:15,ordervalidate,TK7VG7P,
"201808241452264652770","2843620221403","5447",US,2,2018-08-24 14:52:26,ECOM,,
"201808241514277178690","2873850024000","3794",US,1,2018-08-24 15:14:27,ECOM,,
"201808241321551730160","2910850120003","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241321552006660","2230870120003","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241332131163330","2093130521107","6474",US,5,2018-08-24 13:32:13,ECOM,,
"201808241321552268540","2852190020003","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241321552519510","2865150825000","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241404052231890","1488490120008","6443",US,1,2018-08-24 14:04:05,ECOM,,
"201808231527432526440","2898970020008","5934",US,2,2018-08-23 15:42:27,ordervalidate,TK71DVW,
"201808241321552659330","2865151025000","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241417515237370","4787573124000","4862",US,1,2018-08-24 14:17:51,ECOM,,
"201808241341306559520","2905150120001","5426",US,1,2018-08-24 13:41:30,ECOM,,
"201808241321552779350","2865150725000","5375",US,1,2018-08-24 13:21:55,ECOM,,
"201808241327037158240","3396450021202","6528",US,1,2018-08-24 13:27:03,ECOM,,
"201808241352093504710","3531730020001","5400",US,1,2018-08-24 13:52:09,ECOM,,
"201808241354218460080","4809381121601","5785",US,1,2018-08-24 13:54:21,ECOM,,
"201808241458117879610","2855812220002","3921",US,1,2018-08-24 14:58:11,ECOM,,
"201808241441170182670","2016690020001","6579",US,1,2018-08-24 14:41:17,ECOM,,
"201808241434198377640","8637740320005","6573",US,1,2018-08-24 14:34:19,ECOM,,
"201808241429219941320","3408890020004","6547",US,1,2018-08-24 14:29:21,ECOM,,
"201808241440290095610","2837760020602","5910",US,1,2018-08-24 14:40:29,ECOM,,
"201808241434138244160","3389960020001","3076",US,1,2018-08-24 14:34:13,ECOM,,
"201808241441108640180","8218530421108","5126",US,2,2018-08-24 14:41:10,ECOM,,
"201808241506318883580","3401350920002","3069",US,1,2018-08-24 15:06:31,ECOM,,
"201808241507417706530","7482360021401","6177",US,1,2018-08-24 15:07:41,ECOM,,
"201808241322508704870","2858060122000","3339",US,1,2018-08-24 13:22:50,ECOM,,
"201808231617315802250","2907750220002","5609",US,1,2018-08-23 16:29:03,ordervalidate,TK71755,
"201808201728463401290","6218930721106","6489",US,1,2018-08-20 17:49:20,ordervalidate,TK7XY2G,
"201808241442430580660","8296700021602","6370",US,1,2018-08-24 14:42:43,ECOM,,
"201808241201226022080","2196280620003","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241342254494950","8560470020002","3422",US,1,2018-08-24 13:42:25,ECOM,,
"201808241320569438990","2904240120003","3068",US,1,2018-08-24 13:20:56,ECOM,,
"201808241352375083190","2863951121824","3987",US,1,2018-08-24 13:52:37,ECOM,,
"201808241353389612120","2908800620002","5045",US,1,2018-08-24 13:53:38,ECOM,,
"201808181125190637740","3392350023232","6484",US,1,2018-08-18 12:05:04,ordervalidate,TK8GDQ7,
"201808241354211263800","2910850620001","7819",US,1,2018-08-24 13:54:21,ECOM,,
"201808241357421000890","2016620020001","6236",US,1,2018-08-24 13:57:42,ECOM,,
"201808241413257824840","7570530320016","5854",US,1,2018-08-24 14:13:25,ECOM,,
"201808241400080782110","2200630523832","3071",US,1,2018-08-24 14:00:08,ECOM,,
"201808241401398887690","2856860120002","5045",US,1,2018-08-24 14:01:39,ECOM,,
"201808241408388496670","2028370220001","5468",US,1,2018-08-24 14:08:38,ECOM,,
"201808241416513490860","2837950020003","5891",US,1,2018-08-24 14:16:51,ECOM,,
"201808241136153817110","2912020023000","3071",US,1,2018-08-24 11:48:26,ordervalidate,TK6RN56,
"201808241416563535210","5077640520004","6364",US,1,2018-08-24 14:16:56,ECOM,,
"201808241428152636950","3395090020002","5951",US,1,2018-08-24 14:28:15,ECOM,,
"201808241428460406590","2878880220004","3319",US,1,2018-08-24 14:28:46,ECOM,,
"201808241434455202470","2231900121105","5522",US,1,2018-08-24 14:34:45,ECOM,,
"201808241435416067320","2230130120001","5791",US,1,2018-08-24 14:35:41,ECOM,,
"201808241439271347230","2854920420036","6178",US,1,2018-08-24 14:39:27,ECOM,,
"201808241201225660570","2196280120004","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241201227288560","2076950120032","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241201227631730","2052210021106","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241201228094170","2067430021106","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241201228406290","2067431121106","6486",US,1,2018-08-24 12:06:13,ordervalidate,TK6RLYB,
"201808241328057421860","1482080022000","5171",US,1,2018-08-24 13:28:05,ECOM,,
"201808241328359680690","2203940320001","5071",US,1,2018-08-24 13:28:35,ECOM,,
"201808241331440332160","1311930320002","6588",US,1,2018-08-24 13:31:44,ECOM,,
"201808241333296969700","2195790720002","6510",US,1,2018-08-24 13:33:29,ECOM,,
"201808241338014679480","3407460220003","7199",US,1,2018-08-24 13:38:01,ECOM,,
"201808181451592903800","2861590120008","7170",US,2,2018-08-18 14:59:04,ordervalidate,TK8F175,
"201808241336202975510","1473440521107","5870",US,1,2018-08-24 13:36:20,ECOM,,
"201808241337555840050","2843910420002","5748",US,1,2018-08-24 13:37:55,ECOM,,
"201808241345566140640","8284710220002","5987",US,1,2018-08-24 13:45:56,ECOM,,
"201808241341123015120","2192910021218","3984",US,1,2018-08-24 13:41:12,ECOM,,
"201808241341317675300","2178713020002","6180",US,1,2018-08-24 13:41:31,ECOM,,
"201808241344061384320","2059280320033","3607",US,1,2018-08-24 13:44:06,ECOM,,
"201808241344214773610","2855841120002","6578",US,1,2018-08-24 13:44:21,ECOM,,
"201808191058336474240","3392230123830","5160",US,1,2018-08-19 11:04:42,ordervalidate,TK89DM3,
"201808171628187690900","2843620220007","5609",US,6,2018-08-17 17:14:15,ordervalidate,TK8KXJK,
"201808241505551061730","7731441920003","5730",US,1,2018-08-24 15:05:55,ECOM,,
"201808241328213549260","1482080222000","5171",US,1,2018-08-24 13:28:21,ECOM,,
"201808241339419461590","2862440021824","6615",US,1,2018-08-24 13:39:41,ECOM,,
"201808180302112843150","1440950020002","6030",US,1,2018-08-18 03:19:53,ordervalidate,TK8X2V1,
"201808241450028764300","2230130020004","6083",US,1,2018-08-24 14:50:02,ECOM,,
"201808241502576677580","2232340020002","5781",US,1,2018-08-24 15:02:57,ECOM,,
"201808241316435844520","3390650120001","5838",US,1,2018-08-24 13:16:43,ECOM,,
"201808190433574617120","2862660222000","5900",US,1,2018-08-19 05:00:40,ordervalidate,TK8VHWL,
"201808220118057886380","3390390220003","6138",US,2,2018-08-22 01:37:12,ordervalidate,TK79L6R,
"201808241455509260830","2876520020004","5824",US,1,2018-08-24 14:55:50,ECOM,,
"201808241502583564340","2842680220003","6620",US,1,2018-08-24 15:02:58,ECOM,,
"201808241316159682200","2874030125000","7170",US,1,2018-08-24 13:16:15,ECOM,,
"201808241507274075070","2867180524000","5618",US,1,2018-08-24 15:07:27,ECOM,,
"201808241339491516170","7669900120014","6091",US,2,2018-08-24 13:39:49,ECOM,,
"201808241320180910550","2848350020002","5135",US,1,2018-08-24 13:20:18,ECOM,,
"201808241320293639170","2093130321108","5547",US,2,2018-08-24 13:20:29,ECOM,,
"201808241343179327980","2225340321106","6027",US,1,2018-08-24 13:43:17,ECOM,,
"201808241508558139650","2221540223232","3775",US,2,2018-08-24 15:08:55,ECOM,,
"201808241321381234690","2070280520000","3911",US,1,2018-08-24 13:21:38,ECOM,,
"201808241343179160360","7722960020008","6027",US,1,2018-08-24 13:43:17,ECOM,,
"201808241325000765140","6043481520002","5919",US,1,2018-08-24 13:25:00,ECOM,,
"201808241325052420290","2846830120002","5033",US,1,2018-08-24 13:25:05,ECOM,,
"201808241325056627440","7141080020004","5339",US,1,2018-08-24 13:25:05,ECOM,,
"201808241357131246290","2908760320004","5360",US,1,2018-08-24 13:57:13,ECOM,,
"201808241328011652950","1311930320002","5919",US,1,2018-08-24 13:28:01,ECOM,,
"201808241407521953750","8273400020010","5468",US,1,2018-08-24 14:07:52,ECOM,,
"201808241358388983660","6412710020002","4217",US,1,2018-08-24 13:58:38,ECOM,,
"201808241359446558660","2853520020002","4217",US,1,2018-08-24 13:59:44,ECOM,,
"201808241436550205830","2234410120001","5368",US,1,2018-08-24 14:36:55,ECOM,,
"201808241441247074640","2850670320001","5410",US,1,2018-08-24 14:41:24,ECOM,,
"201808241515084832570","2094770320003","5930",US,1,2018-08-24 15:15:08,ECOM,,
"201808181900300788700","1397780020000","5641",US,5,2018-08-18 19:15:03,ordervalidate,TK8D1Y7,
"201808211951068625090","3401350820004","5267",US,1,2018-08-21 20:16:05,ordervalidate,TK7B0XP,
"201808241508550759420","2862520024000","5618",US,1,2018-08-24 15:08:55,ECOM,,
"201808241516029098270","2876621120005","5171",US,1,2018-08-24 15:16:02,ECOM,,
"201808241512556811230","7721750020002","6481",US,1,2018-08-24 15:12:55,ECOM,,
"201808241324412544210","9378900220001","6475",US,1,2018-08-24 13:24:41,ECOM,,
"201808241516263996410","2182452520002","3910",US,1,2018-08-24 15:16:26,ECOM,,
"201808241332142756020","2181983021105","6450",US,1,2018-08-24 13:32:14,ECOM,,
"201808241519215199440","6364582120004","5360",US,1,2018-08-24 15:19:21,ECOM,,
"201808241325076608690","2865151123000","6031",US,1,2018-08-24 13:25:07,ECOM,,
"201808241523259132410","2853600021218","5888",US,1,2018-08-24 15:23:25,ECOM,,
"201808241321312755800","2857150020003","5975",US,1,2018-08-24 13:21:31,ECOM,,
"201808241332142928350","2877970321105","6450",US,1,2018-08-24 13:32:14,ECOM,,
"201808241335097359520","2855510720004","5833",US,1,2018-08-24 13:35:09,ECOM,,
"201808241335290859930","3435580321105","5468",US,1,2018-08-24 13:35:29,ECOM,,
"201808171435454415040","5254272221202","5609",US,1,2018-08-17 15:10:19,ordervalidate,TK8LFD2,
"201808241335558880940","6025130121602","6463",US,1,2018-08-24 13:35:55,ECOM,,
"201808241340133241760","2067430221106","3422",US,1,2018-08-24 13:40:13,ECOM,,
"201808222222046998330","1488490120008","6795",US,1,2018-08-22 22:28:45,ordervalidate,TK74KKG,
"201808182029157160580","8273400020007","5650",US,1,2018-08-18 20:50:59,ordervalidate,TK8CVTY,
"201808241331538478240","2867180325000","4540",US,1,2018-08-24 13:31:53,ECOM,,
"201808241525301262470","6364580320004","6156",US,1,2018-08-24 15:25:30,ECOM,,
"201808241428431546770","8296710020802","5522",US,1,2018-08-24 14:28:43,ECOM,,
"201808241416098764010","7743520124000","6062",US,2,2018-08-24 14:16:09,ECOM,,
"201808241354281440190","2175960920000","3997",US,1,2018-08-24 13:54:28,ECOM,,
"201808241349268379370","2034510220000","5811",US,1,2018-08-24 13:49:26,ECOM,,
"201808241417322595470","3396390021002","3264",US,1,2018-08-24 14:17:32,ECOM,,
"201808241424283294080","8107610020003","6235",US,1,2018-08-24 14:24:28,ECOM,,
"201808241418100016200","1521340620005","5589",US,1,2018-08-24 14:18:10,ECOM,,
"201808211539016095020","8221790820012","6443",US,1,2018-08-21 15:59:57,ordervalidate,TK7C97L,
"201808241419325251600","2041651021105","5930",US,1,2018-08-24 14:19:32,ECOM,,
"201808241336098954930","3435580221105","5468",US,1,2018-08-24 13:36:09,ECOM,,
"201808241344207727890","3396550020602","5927",US,1,2018-08-24 13:44:20,ECOM,,
"201808241425262957580","2181782920001","3339",US,1,2018-08-24 14:25:26,ECOM,,
"201808241431531180740","2215770220012","4579",US,1,2018-08-24 14:31:53,ECOM,,
"201808241452270852680","2845520025000","7840",US,1,2018-08-24 14:52:27,ECOM,,
"201808241355433040320","3435600020002","3995",US,1,2018-08-24 13:55:43,ECOM,,
"201808241356211621990","9543470221107","5896",US,1,2018-08-24 13:56:21,ECOM,,
"201808241433135242740","2845520123000","5403",US,1,2018-08-24 14:33:13,ECOM,,
"201808241436004398820","2887030022002","6552",US,1,2018-08-24 14:36:00,ECOM,,
"201808241457381506550","7813480621802","6025",US,1,2018-08-24 14:57:38,ECOM,,
"201808241437279784040","2016520820002","6468",US,1,2018-08-24 14:37:27,ECOM,,
"201808241508524406100","2862990023000","6457",US,1,2018-08-24 15:08:52,ECOM,,
"201808241449164567350","7755900020005","6715",US,1,2018-08-24 14:49:16,ECOM,,
"201808241502339236470","3457580724000","3071",US,1,2018-08-24 15:02:33,ECOM,,
"201808232259129488290","2953541020002","5223",US,1,2018-08-23 23:01:59,ordervalidate,TK6TDXY,
"201808241500223950050","7163770020005","3078",US,1,2018-08-24 15:00:22,ECOM,,
"201808241502340579760","2171040723000","3071",US,1,2018-08-24 15:02:34,ECOM,,
"201808241502340752860","2171040323000","3071",US,1,2018-08-24 15:02:34,ECOM,,
"201808241502341033060","2189340125000","3071",US,1,2018-08-24 15:02:34,ECOM,,
"201808241502341200040","7754050320000","3071",US,1,2018-08-24 15:02:34,ECOM,,
"201808241503015629380","3396040020402","6000",US,1,2018-08-24 15:03:01,ECOM,,
"201808241509179690400","3392280223234","682",US,1,2018-08-24 15:09:17,ECOM,,
"201808241512216826570","2839280120012","3995",US,3,2018-08-24 15:12:21,ECOM,,
"201808241515283354930","2074970224000","5171",US,1,2018-08-24 15:15:28,ECOM,,
"201808241405468463020","2847210020002","5777",US,1,2018-08-24 14:05:46,ECOM,,
"201808211549025185120","2911550025000","6443",US,1,2018-08-21 15:59:57,ordervalidate,TK7C97L,
"201808241420319540330","2856910220001","3072",US,1,2018-08-24 14:20:31,ECOM,,
"201808241319199426150","3390650120004","5138",US,1,2018-08-24 13:19:19,ECOM,,
"201808241420335597130","1237890224000","5163",US,1,2018-08-24 14:20:33,ECOM,,
"201808241322256049180","2868270025000","5900",US,1,2018-08-24 13:22:25,ECOM,,
"201808241326521372570","2865151223000","6031",US,1,2018-08-24 13:26:52,ECOM,,
"201808241329530706630","2081400420004","4228",US,1,2018-08-24 13:29:53,ECOM,,
"201808241337235267160","3390640020002","843",US,1,2018-08-24 13:37:23,ECOM,,
"201808241337470013140","2837950920003","3413",US,1,2018-08-24 13:37:47,ECOM,,
"201808201328031966000","2913180021105","6441",US,1,2018-08-20 13:36:56,ordervalidate,TK7KJXQ,
"201808171026298261090","2852870420612","6153",US,1,2018-08-17 11:01:49,ordervalidate,TK8N1F3,
"201808241522540850510","2208360220005","5336",US,1,2018-08-24 15:22:54,ECOM,,
"201808241349050185070","2851732022000","9346",US,1,2018-08-24 13:49:05,ECOM,,
"201808241402375136720","8204450020802","6126",US,1,2018-08-24 14:02:37,ECOM,,
"201808241446336116560","7722980020018","5309",US,1,2018-08-24 14:46:33,ECOM,,
"201808241350221413250","8579740621106","3431",US,1,2018-08-24 13:50:22,ECOM,,
"201808241317092304670","2863890525000","3491",US,1,2018-08-24 13:17:09,ECOM,,
"201808241317505013180","2862970022000","3279",US,1,2018-08-24 13:17:50,ECOM,,
"201808241525299892460","5097470320004","6160",US,5,2018-08-24 15:25:29,ECOM,,
"201808241522240683300","7669160522830","3795",US,1,2018-08-24 15:22:24,ECOM,,
"201808241500033821730","2913180021107","6440",US,1,2018-08-24 15:00:03,ECOM,,
"201808241501268498460","8982330120003","9344",US,1,2018-08-24 15:01:26,ECOM,,
"201808241351283704260","2020640420002","5641",US,1,2018-08-24 13:51:28,ECOM,,
"201808241502419901910","2208360120002","5824",US,1,2018-08-24 15:02:41,ECOM,,
"201808241515253418660","7706990023632","5730",US,1,2018-08-24 15:15:25,ECOM,,
"201808241519485642330","2865151124000","5930",US,1,2018-08-24 15:19:48,ECOM,,
"201808241508254445910","6026270120003","6367",US,1,2018-08-24 15:08:25,ECOM,,
"201808241512137511980","8198460821107","3315",US,1,2018-08-24 15:12:13,ECOM,,
"201808241519486096480","2854270120036","5930",US,1,2018-08-24 15:19:48,ECOM,,
"201808241522568151910","2887030020202","5223",US,1,2018-08-24 15:22:56,ECOM,,
"201808241353378535040","2207840020005","5589",US,1,2018-08-24 13:53:37,ECOM,,
"201808241353378746260","2912540220005","5589",US,1,2018-08-24 13:53:37,ECOM,,
"201808241401200545010","8987091921106","6145",US,1,2018-08-24 14:01:20,ECOM,,
"201808191836266114650","2874270224000","6210",US,1,2018-08-19 18:48:17,ordervalidate,TK84RX4,
"201808241414206060860","2843610120018","5861",US,3,2018-08-24 14:14:20,ECOM,,
"201808241404228084080","2855811220003","5786",US,1,2018-08-24 14:04:22,ECOM,,
"201808241404508245380","2094780020004","5834",US,1,2018-08-24 14:04:50,ECOM,,
"201808241316586777590","3390640120001","3278",US,1,2018-08-24 13:16:58,ECOM,,
"201808241353494195260","2862970022000","3279",US,1,2018-08-24 13:53:49,ECOM,,
"201808241354272106160","2865120224000","5071",US,1,2018-08-24 13:54:27,ECOM,,
"201808241354331236000","2910850020004","7819",US,1,2018-08-24 13:54:33,ECOM,,
"201808241355295852730","8989197920008","6471",US,1,2018-08-24 13:55:29,ECOM,,
"201808241359120582990","2855150120612","843",US,1,2018-08-24 13:59:12,ECOM,,
"201808241358041997500","2030610520004","5934",US,1,2018-08-24 13:58:04,ECOM,,
"201808241359120747710","2855040020612","843",US,1,2018-08-24 13:59:12,ECOM,,
"201808181125190826740","2855812220001","6484",US,1,2018-08-18 12:05:04,ordervalidate,TK8GDQ7,
"201808241359121323650","2172960021218","843",US,1,2018-08-24 13:59:12,ECOM,,
"201808241406316871910","2865151224000","3771",US,1,2018-08-24 14:06:31,ECOM,,
"201808241427074000490","8229190121202","6049",US,1,2018-08-24 14:27:07,ECOM,,
"201808241427200979180","7755320125000","5696",US,1,2018-08-24 14:27:20,ECOM,,
"201808241455242691890","5077441220003","5966",US,1,2018-08-24 14:55:24,ECOM,,
"201808241430133081790","3800230021106","7847",US,1,2018-08-24 14:30:13,ECOM,,
"201808200504326409190","2847030720001","7196",US,1,2018-08-20 05:12:04,ordervalidate,TK80GPW,
"201808241441242755400","2848350020002","5411",US,1,2018-08-24 14:41:24,ECOM,,
"201808241438271864540","2908770420003","6396",US,1,2018-08-24 14:38:27,ECOM,,
"201808241455257924020","5077640220002","4456",US,1,2018-08-24 14:55:25,ECOM,,
"201808181514423608850","2905140020010","4515",US,1,2018-08-18 15:27:00,ordervalidate,TK8WPGY,
"201808191031182807810","3399500120002","5641",US,4,2018-08-19 10:43:33,ordervalidate,TK89XJ3,
"201808241346176021740","1477400221105","6777",US,1,2018-08-24 13:46:17,ECOM,,
"201808241449053831030","2842680320004","6180",US,1,2018-08-24 14:49:05,ECOM,,
"201808241402388483540","1347461320802","3774",US,1,2018-08-24 14:02:38,ECOM,,
"201808241432069685540","2843620220008","3332",US,3,2018-08-24 14:32:06,ECOM,,
"201808241436189415560","2016520820002","5910",US,1,2018-08-24 14:36:18,ECOM,,
"201808241412256928190","8216610120000","5554",US,1,2018-08-24 14:12:25,ECOM,,
"201808241439099143620","2195780520001","6552",US,1,2018-08-24 14:39:09,ECOM,,
"201808241322304964590","2854890120036","3122",US,1,2018-08-24 13:22:30,ECOM,,
"201808241354232738220","2183636022000","5416",US,1,2018-08-24 13:54:23,ECOM,,
"201808241409570521570","2865150624000","3123",US,1,2018-08-24 14:09:57,ECOM,,
"201808241412097701690","8568680220003","5124",US,1,2018-08-24 14:12:09,ECOM,,
"201808241441591647630","3391310020003","6577",US,1,2018-08-24 14:41:59,ECOM,,
"201808241445514111420","3801190020003","6484",US,1,2018-08-24 14:45:51,ECOM,,
"201808241333167372940","2848350020005","7213",US,1,2018-08-24 13:33:16,ECOM,,
"201808241449054228080","2842680120004","6180",US,1,2018-08-24 14:49:05,ECOM,,
"201808241317203710800","3788270020003","5138",US,1,2018-08-24 13:17:20,ECOM,,
"201808241318432060500","3407400120004","5824",US,1,2018-08-24 13:18:43,ECOM,,
"201808241354233487970","2922510020008","5727",US,1,2018-08-24 13:54:23,ECOM,,
"201808241334096336690","3392280222930","6041",US,1,2018-08-24 13:34:09,ECOM,,
"201808241319278953590","2844600221107","5351",US,1,2018-08-24 13:19:27,ECOM,,
"201808241319371658860","2862040020001","5524",US,1,2018-08-24 13:19:37,ECOM,,
"201808241336268724660","9543472321105","5390",US,1,2018-08-24 13:36:26,ECOM,,
"201808241449206034010","2863910123000","3451",US,1,2018-08-24 14:49:20,ECOM,,
"201808241344555311770","2187200020013","3911",US,1,2018-08-24 13:44:55,ECOM,,
"201808241347208440550","2060400621218","5730",US,1,2018-08-24 13:47:20,ECOM,,
"201808241347209181240","2910850220002","5730",US,1,2018-08-24 13:47:20,ECOM,,
"201808241349571001100","2913230321107","3422",US,1,2018-08-24 13:49:57,ECOM,,
"201808241352367794500","3404440020012","5139",US,1,2018-08-24 13:52:36,ECOM,,
"201808241354056223740","2865151125000","5891",US,1,2018-08-24 13:54:05,ECOM,,
"201808241449245752180","7751800720009","7817",US,1,2018-08-24 14:49:24,ECOM,,
"201808241355551186230","2202560020004","840",US,1,2018-08-24 13:55:55,ECOM,,
"201808241357229037360","2838450020001","6417",US,1,2018-08-24 13:57:22,ECOM,,
"201808241451047224070","1471020424000","5145",US,1,2018-08-24 14:51:04,ECOM,,
"201808241418429973800","8989190020009","4833",US,1,2018-08-24 14:18:42,ECOM,,
"201808241513512286510","2876620220002","3071",US,1,2018-08-24 15:13:51,ECOM,,
"201808241425078291930","4416980423230","5505",US,3,2018-08-24 14:25:07,ECOM,,
"201808241432208242980","3394040020004","3074",US,1,2018-08-24 14:32:20,ECOM,,
"201808181513388526690","3404440020010","4515",US,1,2018-08-18 15:27:00,ordervalidate,TK8WPGY,
"201808241512188835600","1448480520002","7193",US,1,2018-08-24 15:12:18,ECOM,,
"201808241521555408890","3390470020003","5038",US,1,2018-08-24 15:21:55,ECOM,,
"201808190928385607920","2838210020001","5368",US,1,2018-08-19 09:39:46,ordervalidate,TK89TY0,
"201808190952384821080","2046511420001","5641",US,2,2018-08-19 10:00:42,ordervalidate,TK89QQS,
"201808191104351231150","1413680124000","6481",US,1,2018-08-19 11:12:57,ordervalidate,TK89C9V,
"201808191104350979490","2204190224000","6481",US,1,2018-08-19 11:12:57,ordervalidate,TK89C9V,
"201808241323169139220","2225640921104","6499",US,1,2018-08-24 13:23:16,ECOM,,
"201808241325146357060","2865150723000","5949",US,1,2018-08-24 13:25:14,ECOM,,
"201808241432130984950","2093130021107","6777",US,3,2018-08-24 14:32:13,ECOM,,
"201808220254405935400","2230130520002","5271",US,1,2018-08-22 03:24:36,ordervalidate,TK79X4H,
"201808241432452910880","1482601523000","5626",US,1,2018-08-24 14:32:45,ECOM,,
"201808241447039856250","3407230020003","5727",US,1,2018-08-24 14:47:03,ECOM,,
"201808241447541723400","2226940520004","6617",US,1,2018-08-24 14:47:54,ECOM,,
"201808241349053664480","2863040422000","840",US,1,2018-08-24 13:49:05,ECOM,,
"201808241349053838380","4787573225000","840",US,1,2018-08-24 13:49:05,ECOM,,
"201808241349054038750","4787573125000","840",US,1,2018-08-24 13:49:05,ECOM,,
"201808241355452838950","2202260423000","5833",US,1,2018-08-24 13:55:45,ECOM,,
"201808241447574869900","3393590020001","3910",US,1,2018-08-24 14:47:57,ECOM,,
"201808241349054705490","2874040225000","840",US,1,2018-08-24 13:49:05,ECOM,,
"201808241356537618260","2228420520004","3072",US,1,2018-08-24 13:56:53,ECOM,,
"201808241402564039390","8296700121602","6370",US,1,2018-08-24 14:02:56,ECOM,,
"201808241349056447160","1413960024000","840",US,1,2018-08-24 13:49:05,ECOM,,
"201808241417512552710","7482360020402","5468",US,1,2018-08-24 14:17:51,ECOM,,
"201808241444038099480","2189750420003","4593",US,1,2018-08-24 14:44:03,ECOM,,
"201808241449364111930","3457580425000","6788",US,1,2018-08-24 14:49:36,ECOM,,
"201808212306587229330","2876621120004","5892",US,1,2018-08-21 23:34:54,ordervalidate,TK79TYF,
"201808241449364273120","2910850720002","6788",US,1,2018-08-24 14:49:36,ECOM,,
"201808241454416241570","2839860120004","5536",US,1,2018-08-24 14:54:41,ECOM,,
"201808241452238773510","2910440220002","5975",US,1,2018-08-24 14:52:23,ECOM,,
"201808241454348486540","2855840920003","3314",US,1,2018-08-24 14:54:34,ECOM,,
"201808241523037508640","2846830220002","6523",US,1,2018-08-24 15:23:03,ECOM,,
"201808241524390582740","2854070120612","5366",US,1,2018-08-24 15:24:39,ECOM,,
"201808241400280040740","2842760320016","5506",US,1,2018-08-24 14:00:28,ECOM,,
"201808241515264240080","2908750120006","6186",US,1,2018-08-24 15:15:26,ECOM,,
"201808241515397848980","7734920124000","3987",US,1,2018-08-24 15:15:39,ECOM,,
"201808241415319844110","2899750220003","5891",US,1,2018-08-24 14:15:31,ECOM,,
"201808241515397984240","2199540124000","3987",US,1,2018-08-24 15:15:39,ECOM,,
"201808241515398273720","2863950121824","3987",US,1,2018-08-24 15:15:39,ECOM,,
"201808241515398544060","2863050322000","3987",US,1,2018-08-24 15:15:39,ECOM,,
